id,id_equipo,tipo_equipo,marca,area_hospital,horas_uso,ultimo_mantenimiento,alerta_mantenimiento
1475,EQ-1475,Respirador Artificial,GE Healthcare,Hospitalización,1805.4252407705596,2026-03-28,Requiere Mantenimiento Urgente
1476,EQ-1476,Desfibrilador,Dräger,Urgencias,1906.3496945088457,2026-04-02,Requiere Mantenimiento Urgente
1477,EQ-1477,Electrocardiógrafo,Philips,Quirófanos,194.92916386670694,2025-07-12,Operativo Seguro
1478,EQ-1478,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1026.8280635049953,2025-08-17,Operativo Seguro
1479,EQ-1479,Electrocardiógrafo,Dräger,UCIs,715.5500962653335,2025-08-29,Operativo Seguro
1480,EQ-1480,Respirador Artificial,Philips,Hospitalización,914.2598101595021,2025-11-19,Operativo Seguro
1481,EQ-1481,Electrocardiógrafo,Philips,Urgencias,2067.0868703853907,2025-10-22,Requiere Mantenimiento Urgente
1482,EQ-1482,Electrocardiógrafo,GE Healthcare,Urgencias,1613.0397860551632,2026-04-24,Requiere Mantenimiento Urgente
1483,EQ-1483,Electrocardiógrafo,GE Healthcare,Urgencias,2319.802709662237,2026-05-08,Requiere Mantenimiento Urgente
1484,EQ-1484,Electrocardiógrafo,Philips,Urgencias,1985.8766831165342,2025-10-31,Requiere Mantenimiento Urgente
1485,EQ-1485,Desfibrilador,Dräger,Urgencias,270.6131781490251,2026-06-20,Operativo Seguro
1486,EQ-1486,Respirador Artificial,GE Healthcare,Hospitalización,1536.2013749986072,2025-10-24,Requiere Mantenimiento Urgente
1487,EQ-1487,Electrocardiógrafo,Philips,Quirófanos,2381.3755860951314,2026-03-24,Requiere Mantenimiento Urgente
1488,EQ-1488,Bomba de Infusión,Philips,UCIs,2380.558365307072,2026-01-06,Requiere Mantenimiento Urgente
1489,EQ-1489,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1878.8952102790133,2026-05-29,Requiere Mantenimiento Urgente
1490,EQ-1490,Electrocardiógrafo,GE Healthcare,Urgencias,1716.8579608524617,2026-04-03,Requiere Mantenimiento Urgente
1491,EQ-1491,Bomba de Infusión,Dräger,Hospitalización,1043.04357209393,2026-05-17,Operativo Seguro
1492,EQ-1492,Respirador Artificial,Philips,Quirófanos,715.44314766194,2025-08-10,Operativo Seguro
1493,EQ-1493,Respirador Artificial,Philips,Quirófanos,390.9868707583289,2025-09-23,Operativo Seguro
1494,EQ-1494,Respirador Artificial,Philips,UCIs,864.4643350739773,2025-08-28,Operativo Seguro
1495,EQ-1495,Monitor de Signos Vitales,GE Healthcare,Urgencias,529.6052192200495,2026-06-05,Operativo Seguro
1496,EQ-1496,Monitor de Signos Vitales,Dräger,UCIs,973.0481899810417,2026-03-17,Operativo Seguro
1497,EQ-1497,Monitor de Signos Vitales,GE Healthcare,Quirófanos,510.4411519639371,2026-03-05,Operativo Seguro
1498,EQ-1498,Monitor de Signos Vitales,Philips,UCIs,2343.947857890035,2026-04-10,Requiere Mantenimiento Urgente
1499,EQ-1499,Respirador Artificial,Dräger,UCIs,1648.6792200977616,2026-02-25,Requiere Mantenimiento Urgente
1500,EQ-1500,Monitor de Signos Vitales,GE Healthcare,UCIs,247.71131981004612,2025-12-15,Operativo Seguro
1501,EQ-1501,Respirador Artificial,Philips,Urgencias,1504.979088195264,2026-03-03,Requiere Mantenimiento Urgente
1502,EQ-1502,Monitor de Signos Vitales,GE Healthcare,Urgencias,2201.2900317961908,2026-06-01,Requiere Mantenimiento Urgente
1503,EQ-1503,Respirador Artificial,Dräger,Hospitalización,837.623386812052,2025-07-15,Operativo Seguro
1504,EQ-1504,Monitor de Signos Vitales,GE Healthcare,Urgencias,531.9664646977518,2026-02-24,Operativo Seguro
1505,EQ-1505,Respirador Artificial,GE Healthcare,Urgencias,594.8066134750468,2025-12-17,Operativo Seguro
1506,EQ-1506,Desfibrilador,GE Healthcare,Hospitalización,2470.65969550472,2025-09-11,Requiere Mantenimiento Urgente
1507,EQ-1507,Electrocardiógrafo,Philips,Quirófanos,373.4109632511751,2026-02-12,Operativo Seguro
1508,EQ-1508,Respirador Artificial,GE Healthcare,Quirófanos,1300.8666295739667,2025-07-07,Operativo Seguro
1509,EQ-1509,Monitor de Signos Vitales,GE Healthcare,Urgencias,1115.3902315929656,2026-01-16,Operativo Seguro
1510,EQ-1510,Bomba de Infusión,GE Healthcare,Hospitalización,1575.5312401665244,2025-07-09,Requiere Mantenimiento Urgente
1511,EQ-1511,Respirador Artificial,Philips,Urgencias,788.2456549311886,2026-02-17,Operativo Seguro
1512,EQ-1512,Respirador Artificial,GE Healthcare,Hospitalización,764.7610339364242,2026-05-19,Operativo Seguro
1513,EQ-1513,Respirador Artificial,GE Healthcare,Hospitalización,316.648692179628,2025-07-10,Operativo Seguro
1514,EQ-1514,Electrocardiógrafo,Philips,Quirófanos,1362.006873485983,2025-08-23,Operativo Seguro
1515,EQ-1515,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1778.1420160304551,2026-01-09,Requiere Mantenimiento Urgente
1516,EQ-1516,Respirador Artificial,Dräger,Hospitalización,1315.5779493196446,2025-12-03,Operativo Seguro
1517,EQ-1517,Electrocardiógrafo,Dräger,Urgencias,389.19773743851084,2026-06-21,Operativo Seguro
1518,EQ-1518,Electrocardiógrafo,Philips,UCIs,492.72032261977074,2025-10-01,Operativo Seguro
1519,EQ-1519,Respirador Artificial,Philips,Quirófanos,343.9661588479298,2025-09-16,Operativo Seguro
1520,EQ-1520,Respirador Artificial,GE Healthcare,Urgencias,1458.0476104891563,2025-11-10,Operativo Seguro
1521,EQ-1521,Electrocardiógrafo,GE Healthcare,Hospitalización,756.8778360625312,2026-03-05,Operativo Seguro
1522,EQ-1522,Electrocardiógrafo,Philips,UCIs,2408.375888161778,2026-06-03,Requiere Mantenimiento Urgente
1523,EQ-1523,Respirador Artificial,Philips,UCIs,1954.2244774435921,2026-05-16,Requiere Mantenimiento Urgente
1524,EQ-1524,Electrocardiógrafo,Dräger,Hospitalización,714.6307288091381,2025-07-26,Operativo Seguro
1525,EQ-1525,Electrocardiógrafo,Dräger,Hospitalización,377.16315573858543,2025-12-04,Operativo Seguro
1526,EQ-1526,Bomba de Infusión,Philips,UCIs,1049.1735703093977,2026-01-21,Operativo Seguro
1527,EQ-1527,Electrocardiógrafo,GE Healthcare,Urgencias,2032.6812370060268,2025-08-07,Requiere Mantenimiento Urgente
1528,EQ-1528,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1459.4029896648524,2025-09-05,Operativo Seguro
1529,EQ-1529,Respirador Artificial,GE Healthcare,Quirófanos,1461.2549411235384,2026-02-05,Operativo Seguro
1530,EQ-1530,Respirador Artificial,Philips,Hospitalización,1328.6660872517198,2026-02-26,Operativo Seguro
1531,EQ-1531,Respirador Artificial,Dräger,Urgencias,165.10512509276015,2026-06-18,Operativo Seguro
1532,EQ-1532,Electrocardiógrafo,Philips,Urgencias,1750.0072050539627,2025-11-07,Requiere Mantenimiento Urgente
1533,EQ-1533,Respirador Artificial,GE Healthcare,Urgencias,1121.085073288001,2026-05-14,Operativo Seguro
1534,EQ-1534,Monitor de Signos Vitales,GE Healthcare,Urgencias,339.3152095339372,2025-12-03,Operativo Seguro
1535,EQ-1535,Monitor de Signos Vitales,GE Healthcare,Urgencias,1191.5228950519465,2026-05-24,Operativo Seguro
1536,EQ-1536,Bomba de Infusión,GE Healthcare,Urgencias,2359.681934433335,2025-12-16,Requiere Mantenimiento Urgente
1537,EQ-1537,Electrocardiógrafo,GE Healthcare,Urgencias,506.8887506486841,2025-10-21,Operativo Seguro
1538,EQ-1538,Bomba de Infusión,GE Healthcare,UCIs,1693.1313558612728,2025-07-14,Requiere Mantenimiento Urgente
1539,EQ-1539,Respirador Artificial,GE Healthcare,Urgencias,948.5556223202635,2026-06-07,Operativo Seguro
1540,EQ-1540,Respirador Artificial,GE Healthcare,UCIs,1797.2806808660819,2025-08-23,Requiere Mantenimiento Urgente
1541,EQ-1541,Bomba de Infusión,GE Healthcare,Hospitalización,1168.8731031873338,2025-08-22,Operativo Seguro
1542,EQ-1542,Bomba de Infusión,Dräger,Urgencias,1808.799904729133,2026-01-19,Requiere Mantenimiento Urgente
1543,EQ-1543,Respirador Artificial,GE Healthcare,Urgencias,1996.5242500453078,2025-12-27,Requiere Mantenimiento Urgente
1544,EQ-1544,Electrocardiógrafo,Dräger,UCIs,891.343445957254,2025-11-15,Operativo Seguro
1545,EQ-1545,Monitor de Signos Vitales,GE Healthcare,Urgencias,1086.3901702476437,2026-01-06,Operativo Seguro
1546,EQ-1546,Electrocardiógrafo,Philips,Urgencias,434.76515480093013,2025-10-23,Operativo Seguro
1547,EQ-1547,Electrocardiógrafo,Philips,UCIs,684.9557788897284,2026-01-13,Operativo Seguro
1548,EQ-1548,Monitor de Signos Vitales,Dräger,UCIs,1789.6807335456535,2026-05-15,Requiere Mantenimiento Urgente
1549,EQ-1549,Desfibrilador,Dräger,Urgencias,1310.9451597038092,2025-10-22,Operativo Seguro
1550,EQ-1550,Respirador Artificial,GE Healthcare,Urgencias,2147.7285931693737,2026-05-09,Requiere Mantenimiento Urgente
1551,EQ-1551,Desfibrilador,Philips,Hospitalización,1875.3606910720898,2026-04-20,Requiere Mantenimiento Urgente
1552,EQ-1552,Monitor de Signos Vitales,GE Healthcare,Urgencias,1183.1206328472667,2026-01-27,Operativo Seguro
1553,EQ-1553,Electrocardiógrafo,Philips,Quirófanos,1282.641458945192,2025-08-07,Operativo Seguro
1554,EQ-1554,Bomba de Infusión,GE Healthcare,Hospitalización,2277.64267830654,2025-12-08,Requiere Mantenimiento Urgente
1555,EQ-1555,Bomba de Infusión,Philips,Hospitalización,1169.367027715081,2025-07-08,Operativo Seguro
1556,EQ-1556,Respirador Artificial,GE Healthcare,UCIs,2156.893593453483,2025-10-31,Requiere Mantenimiento Urgente
1557,EQ-1557,Electrocardiógrafo,Philips,UCIs,169.45174143316643,2026-01-26,Operativo Seguro
1558,EQ-1558,Electrocardiógrafo,Dräger,UCIs,1320.2071570403778,2026-01-05,Operativo Seguro
1559,EQ-1559,Monitor de Signos Vitales,Philips,Quirófanos,2254.913486665661,2025-11-24,Requiere Mantenimiento Urgente
1560,EQ-1560,Desfibrilador,GE Healthcare,UCIs,544.9500021957837,2025-12-27,Operativo Seguro
1561,EQ-1561,Monitor de Signos Vitales,Philips,Urgencias,340.3232929584751,2026-03-18,Operativo Seguro
1562,EQ-1562,Electrocardiógrafo,Dräger,Urgencias,1698.7662873694374,2026-01-10,Requiere Mantenimiento Urgente
1563,EQ-1563,Electrocardiógrafo,GE Healthcare,UCIs,2488.7192923223815,2026-05-12,Requiere Mantenimiento Urgente
1564,EQ-1564,Respirador Artificial,GE Healthcare,UCIs,1806.5414915647755,2026-03-25,Requiere Mantenimiento Urgente
1565,EQ-1565,Respirador Artificial,GE Healthcare,Urgencias,2226.2401331429965,2025-10-07,Requiere Mantenimiento Urgente
1566,EQ-1566,Respirador Artificial,GE Healthcare,Hospitalización,1253.6970736191208,2025-12-16,Operativo Seguro
1567,EQ-1567,Electrocardiógrafo,Philips,Hospitalización,1935.508203524864,2026-03-17,Requiere Mantenimiento Urgente
1568,EQ-1568,Electrocardiógrafo,GE Healthcare,Hospitalización,1301.7731188873502,2026-04-10,Operativo Seguro
1569,EQ-1569,Monitor de Signos Vitales,GE Healthcare,Urgencias,1069.2803656525268,2026-02-01,Operativo Seguro
1570,EQ-1570,Electrocardiógrafo,Philips,UCIs,2064.2969148641387,2025-09-23,Requiere Mantenimiento Urgente
1571,EQ-1571,Monitor de Signos Vitales,GE Healthcare,Urgencias,1431.542148141601,2025-10-17,Operativo Seguro
1572,EQ-1572,Bomba de Infusión,GE Healthcare,UCIs,1972.4802784174794,2025-12-05,Requiere Mantenimiento Urgente
1573,EQ-1573,Respirador Artificial,GE Healthcare,UCIs,203.74322911926396,2026-05-01,Operativo Seguro
1574,EQ-1574,Electrocardiógrafo,GE Healthcare,UCIs,1449.1085797818948,2025-08-16,Operativo Seguro
1575,EQ-1575,Monitor de Signos Vitales,GE Healthcare,UCIs,761.4214742645245,2026-04-11,Operativo Seguro
1576,EQ-1576,Electrocardiógrafo,Dräger,Urgencias,532.1134824116674,2026-06-27,Operativo Seguro
1577,EQ-1577,Electrocardiógrafo,Philips,Urgencias,1765.1273071125624,2026-05-15,Requiere Mantenimiento Urgente
1578,EQ-1578,Monitor de Signos Vitales,Dräger,Urgencias,1165.625428587682,2025-10-31,Operativo Seguro
1579,EQ-1579,Respirador Artificial,Dräger,Urgencias,1653.16374516129,2026-04-25,Requiere Mantenimiento Urgente
1580,EQ-1580,Desfibrilador,Philips,Urgencias,1520.9133808092909,2025-10-24,Requiere Mantenimiento Urgente
1581,EQ-1581,Bomba de Infusión,Dräger,Hospitalización,1287.8904348747872,2025-10-02,Operativo Seguro
1582,EQ-1582,Desfibrilador,Dräger,Hospitalización,30.500353037899718,2026-06-15,Operativo Seguro
1583,EQ-1583,Monitor de Signos Vitales,Dräger,Urgencias,942.4743881843217,2026-01-18,Operativo Seguro
1584,EQ-1584,Electrocardiógrafo,Philips,Urgencias,581.7647896197315,2026-05-07,Operativo Seguro
1585,EQ-1585,Respirador Artificial,Philips,Urgencias,1913.3340906530589,2026-06-24,Requiere Mantenimiento Urgente
1586,EQ-1586,Monitor de Signos Vitales,Philips,Quirófanos,2234.9061617788507,2025-09-15,Requiere Mantenimiento Urgente
1587,EQ-1587,Electrocardiógrafo,Dräger,Hospitalización,31.1333788528409,2025-12-01,Operativo Seguro
1588,EQ-1588,Bomba de Infusión,Philips,UCIs,523.7159833397322,2025-12-15,Operativo Seguro
1589,EQ-1589,Bomba de Infusión,GE Healthcare,UCIs,609.9208274331011,2025-07-17,Operativo Seguro
1590,EQ-1590,Respirador Artificial,Philips,Urgencias,2265.591838354723,2025-10-16,Requiere Mantenimiento Urgente
1591,EQ-1591,Electrocardiógrafo,Philips,UCIs,1497.9854816640668,2026-04-11,Operativo Seguro
1592,EQ-1592,Monitor de Signos Vitales,Dräger,Hospitalización,1527.1167874534447,2026-06-24,Requiere Mantenimiento Urgente
1593,EQ-1593,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1435.5042355388482,2026-04-08,Operativo Seguro
1594,EQ-1594,Respirador Artificial,Philips,Hospitalización,680.8824430134156,2026-06-29,Operativo Seguro
1595,EQ-1595,Bomba de Infusión,GE Healthcare,Urgencias,2075.0949080749842,2025-11-13,Requiere Mantenimiento Urgente
1596,EQ-1596,Respirador Artificial,GE Healthcare,UCIs,1888.0419941491482,2026-01-31,Requiere Mantenimiento Urgente
1597,EQ-1597,Bomba de Infusión,GE Healthcare,UCIs,2220.374185422847,2026-04-21,Requiere Mantenimiento Urgente
1598,EQ-1598,Electrocardiógrafo,GE Healthcare,Quirófanos,1225.285206212447,2026-02-11,Operativo Seguro
1599,EQ-1599,Respirador Artificial,Philips,Hospitalización,186.39598495914234,2026-03-23,Operativo Seguro
1600,EQ-1600,Electrocardiógrafo,Dräger,UCIs,1962.4854326466768,2025-11-07,Requiere Mantenimiento Urgente
1601,EQ-1601,Respirador Artificial,GE Healthcare,UCIs,1599.4104554975097,2025-08-04,Requiere Mantenimiento Urgente
1602,EQ-1602,Bomba de Infusión,GE Healthcare,Hospitalización,1048.8494534288661,2026-01-31,Operativo Seguro
1603,EQ-1603,Bomba de Infusión,Dräger,Hospitalización,2329.098509411849,2026-06-16,Requiere Mantenimiento Urgente
1604,EQ-1604,Electrocardiógrafo,GE Healthcare,UCIs,1026.6256179511875,2025-09-11,Operativo Seguro
1605,EQ-1605,Respirador Artificial,GE Healthcare,Hospitalización,2036.9730178026095,2025-12-22,Requiere Mantenimiento Urgente
1606,EQ-1606,Respirador Artificial,GE Healthcare,Urgencias,2134.6089920265367,2025-08-10,Requiere Mantenimiento Urgente
1607,EQ-1607,Monitor de Signos Vitales,Dräger,UCIs,899.9581758541026,2025-10-22,Operativo Seguro
1608,EQ-1608,Electrocardiógrafo,Philips,Urgencias,828.8456981806622,2025-11-14,Operativo Seguro
1609,EQ-1609,Bomba de Infusión,Philips,UCIs,2308.7225016283046,2026-01-04,Requiere Mantenimiento Urgente
1610,EQ-1610,Monitor de Signos Vitales,GE Healthcare,Urgencias,839.275991690221,2026-05-20,Operativo Seguro
1611,EQ-1611,Monitor de Signos Vitales,GE Healthcare,UCIs,22.018826693680772,2025-09-23,Operativo Seguro
1612,EQ-1612,Respirador Artificial,GE Healthcare,Urgencias,1576.829292301322,2025-07-15,Requiere Mantenimiento Urgente
1613,EQ-1613,Respirador Artificial,Philips,Hospitalización,2130.692973440037,2026-01-01,Requiere Mantenimiento Urgente
1614,EQ-1614,Bomba de Infusión,GE Healthcare,Hospitalización,2378.995624834068,2026-03-19,Requiere Mantenimiento Urgente
1615,EQ-1615,Monitor de Signos Vitales,Philips,Urgencias,1857.6879671005443,2025-07-10,Requiere Mantenimiento Urgente
1616,EQ-1616,Respirador Artificial,Philips,Urgencias,2247.1775383163485,2025-12-17,Requiere Mantenimiento Urgente
1617,EQ-1617,Respirador Artificial,GE Healthcare,Quirófanos,872.9098402166779,2026-05-08,Operativo Seguro
1618,EQ-1618,Desfibrilador,GE Healthcare,UCIs,496.88586852167094,2025-12-31,Operativo Seguro
1619,EQ-1619,Bomba de Infusión,GE Healthcare,Hospitalización,1248.9212867797664,2025-08-23,Operativo Seguro
1620,EQ-1620,Bomba de Infusión,Philips,Hospitalización,1511.8295549732961,2026-05-07,Requiere Mantenimiento Urgente
1621,EQ-1621,Respirador Artificial,GE Healthcare,Urgencias,597.4369711817967,2025-10-05,Operativo Seguro
1622,EQ-1622,Respirador Artificial,GE Healthcare,Quirófanos,1028.2727678911963,2025-10-02,Operativo Seguro
1623,EQ-1623,Electrocardiógrafo,GE Healthcare,Urgencias,2023.9924515100588,2026-02-13,Requiere Mantenimiento Urgente
1624,EQ-1624,Respirador Artificial,GE Healthcare,Urgencias,211.0887048973792,2026-06-08,Operativo Seguro
1625,EQ-1625,Electrocardiógrafo,Dräger,Urgencias,1600.0724152370497,2025-07-29,Requiere Mantenimiento Urgente
1626,EQ-1626,Respirador Artificial,GE Healthcare,Hospitalización,273.3701005926298,2026-05-15,Operativo Seguro
1627,EQ-1627,Respirador Artificial,Dräger,Urgencias,1240.8342654100531,2026-01-12,Operativo Seguro
1628,EQ-1628,Respirador Artificial,GE Healthcare,UCIs,816.8580233642028,2026-06-04,Operativo Seguro
1629,EQ-1629,Bomba de Infusión,GE Healthcare,Hospitalización,2348.9028098303847,2026-05-05,Requiere Mantenimiento Urgente
1630,EQ-1630,Electrocardiógrafo,Dräger,Hospitalización,1007.4721909152643,2025-11-15,Operativo Seguro
1631,EQ-1631,Monitor de Signos Vitales,Philips,Urgencias,2420.939412212102,2026-06-03,Requiere Mantenimiento Urgente
1632,EQ-1632,Monitor de Signos Vitales,Dräger,Urgencias,267.509206195741,2025-12-02,Operativo Seguro
1633,EQ-1633,Respirador Artificial,GE Healthcare,Hospitalización,375.1342144727832,2026-02-13,Operativo Seguro
1634,EQ-1634,Respirador Artificial,Philips,UCIs,135.15725658823337,2025-09-24,Operativo Seguro
1635,EQ-1635,Electrocardiógrafo,Philips,Urgencias,958.4597944001428,2026-05-29,Operativo Seguro
1636,EQ-1636,Electrocardiógrafo,Philips,Urgencias,561.8286226044072,2026-05-24,Operativo Seguro
1637,EQ-1637,Respirador Artificial,GE Healthcare,Quirófanos,1569.2688611943618,2025-12-05,Requiere Mantenimiento Urgente
1638,EQ-1638,Respirador Artificial,GE Healthcare,Hospitalización,456.06081340544335,2025-07-17,Operativo Seguro
1639,EQ-1639,Monitor de Signos Vitales,Philips,Urgencias,951.5426178530104,2026-06-13,Operativo Seguro
1640,EQ-1640,Desfibrilador,Philips,Hospitalización,2185.142475362487,2025-12-08,Requiere Mantenimiento Urgente
1641,EQ-1641,Respirador Artificial,Dräger,UCIs,1398.552737564354,2025-09-15,Operativo Seguro
1642,EQ-1642,Monitor de Signos Vitales,Philips,Quirófanos,2396.5708804402725,2025-11-13,Requiere Mantenimiento Urgente
1643,EQ-1643,Respirador Artificial,GE Healthcare,Urgencias,63.632409804258714,2025-07-14,Operativo Seguro
1644,EQ-1644,Electrocardiógrafo,Philips,Urgencias,1825.263578684084,2026-02-07,Requiere Mantenimiento Urgente
1645,EQ-1645,Monitor de Signos Vitales,GE Healthcare,Urgencias,948.7972745485929,2025-12-23,Operativo Seguro
1646,EQ-1646,Monitor de Signos Vitales,GE Healthcare,Quirófanos,1585.5861991666504,2026-05-05,Requiere Mantenimiento Urgente
1647,EQ-1647,Electrocardiógrafo,GE Healthcare,Urgencias,835.9759279828669,2025-12-19,Operativo Seguro
1648,EQ-1648,Electrocardiógrafo,Dräger,Urgencias,1743.9782413313685,2026-06-21,Requiere Mantenimiento Urgente
1649,EQ-1649,Respirador Artificial,GE Healthcare,UCIs,464.12147738815133,2026-06-20,Operativo Seguro
1650,EQ-1650,Respirador Artificial,GE Healthcare,UCIs,428.16609912647573,2026-01-28,Operativo Seguro
1651,EQ-1651,Monitor de Signos Vitales,Dräger,Urgencias,353.58393453363084,2025-11-10,Operativo Seguro
1652,EQ-1652,Monitor de Signos Vitales,Dräger,Hospitalización,2425.653083244465,2025-11-27,Requiere Mantenimiento Urgente
1653,EQ-1653,Electrocardiógrafo,Dräger,Hospitalización,2363.9538222286624,2025-11-11,Requiere Mantenimiento Urgente
1654,EQ-1654,Respirador Artificial,Philips,Urgencias,2071.6110695247876,2025-09-24,Requiere Mantenimiento Urgente
1655,EQ-1655,Bomba de Infusión,GE Healthcare,Hospitalización,343.26007589016547,2026-01-12,Operativo Seguro
1656,EQ-1656,Electrocardiógrafo,GE Healthcare,Quirófanos,2275.05107010333,2025-10-30,Requiere Mantenimiento Urgente
1657,EQ-1657,Respirador Artificial,Philips,Hospitalización,567.4827381509359,2026-02-27,Operativo Seguro
1658,EQ-1658,Monitor de Signos Vitales,Philips,UCIs,1165.2287272331728,2026-07-01,Operativo Seguro
1659,EQ-1659,Electrocardiógrafo,Dräger,Urgencias,1886.2219966182026,2026-03-13,Requiere Mantenimiento Urgente
1660,EQ-1660,Monitor de Signos Vitales,GE Healthcare,Hospitalización,1929.6045411585328,2026-01-15,Requiere Mantenimiento Urgente
1661,EQ-1661,Electrocardiógrafo,GE Healthcare,UCIs,948.6149141621961,2025-12-15,Operativo Seguro
1662,EQ-1662,Electrocardiógrafo,GE Healthcare,Urgencias,1718.4509871132577,2026-01-20,Requiere Mantenimiento Urgente
1663,EQ-1663,Electrocardiógrafo,Philips,Hospitalización,435.06686273043243,2025-11-09,Operativo Seguro
1664,EQ-1664,Bomba de Infusión,Dräger,Urgencias,2083.4467723952503,2025-11-21,Requiere Mantenimiento Urgente
1665,EQ-1665,Monitor de Signos Vitales,Philips,Hospitalización,267.10955205021565,2026-02-27,Operativo Seguro
1666,EQ-1666,Respirador Artificial,Philips,Hospitalización,1152.3986805412046,2025-07-30,Operativo Seguro
1667,EQ-1667,Respirador Artificial,Philips,Hospitalización,2032.4721925115923,2026-04-05,Requiere Mantenimiento Urgente
1668,EQ-1668,Respirador Artificial,Philips,Urgencias,2400.939693380543,2025-12-07,Requiere Mantenimiento Urgente
1669,EQ-1669,Electrocardiógrafo,GE Healthcare,Urgencias,1889.1154182204864,2026-05-01,Requiere Mantenimiento Urgente
1670,EQ-1670,Respirador Artificial,Philips,Urgencias,2389.9019368066142,2025-07-18,Requiere Mantenimiento Urgente
1671,EQ-1671,Bomba de Infusión,GE Healthcare,UCIs,596.2094281933339,2026-04-05,Operativo Seguro
1672,EQ-1672,Bomba de Infusión,Philips,Urgencias,584.7876188005677,2026-05-04,Operativo Seguro
1673,EQ-1673,Bomba de Infusión,Dräger,Urgencias,1565.9712269355668,2026-04-20,Requiere Mantenimiento Urgente
1674,EQ-1674,Respirador Artificial,Philips,Hospitalización,367.46535864749296,2025-11-08,Operativo Seguro
1675,EQ-1675,Desfibrilador,GE Healthcare,UCIs,1134.3029519435377,2025-07-07,Operativo Seguro
1676,EQ-1676,Respirador Artificial,Philips,Hospitalización,1182.6991741988352,2026-05-12,Operativo Seguro
1677,EQ-1677,Respirador Artificial,GE Healthcare,UCIs,2035.4096819114397,2025-12-01,Requiere Mantenimiento Urgente
1678,EQ-1678,Monitor de Signos Vitales,GE Healthcare,Quirófanos,645.3069381554005,2026-05-03,Operativo Seguro
1679,EQ-1679,Bomba de Infusión,Dräger,Hospitalización,165.96549993246558,2025-09-09,Operativo Seguro
1680,EQ-1680,Bomba de Infusión,GE Healthcare,Hospitalización,351.33856242835134,2026-03-25,Operativo Seguro
1681,EQ-1681,Monitor de Signos Vitales,Philips,Hospitalización,1828.4782938863202,2026-02-19,Requiere Mantenimiento Urgente
1682,EQ-1682,Electrocardiógrafo,Dräger,Urgencias,1812.0211118286188,2026-04-12,Requiere Mantenimiento Urgente
1683,EQ-1683,Bomba de Infusión,GE Healthcare,UCIs,2092.188221915826,2025-10-21,Requiere Mantenimiento Urgente
1684,EQ-1684,Electrocardiógrafo,Dräger,UCIs,2028.3633967097564,2025-12-29,Requiere Mantenimiento Urgente
1685,EQ-1685,Bomba de Infusión,Philips,Urgencias,1488.4993321229333,2025-09-21,Operativo Seguro
1686,EQ-1686,Monitor de Signos Vitales,Dräger,Urgencias,1827.9508231783404,2026-01-21,Requiere Mantenimiento Urgente
1687,EQ-1687,Respirador Artificial,Dräger,Urgencias,2449.467364594085,2025-09-10,Requiere Mantenimiento Urgente
1688,EQ-1688,Respirador Artificial,Dräger,Hospitalización,122.4721409760074,2026-02-21,Operativo Seguro
1689,EQ-1689,Respirador Artificial,Philips,Hospitalización,721.5162328311347,2026-01-19,Operativo Seguro
1690,EQ-1690,Respirador Artificial,Philips,Hospitalización,1296.4699678710595,2025-12-06,Operativo Seguro
1691,EQ-1691,Monitor de Signos Vitales,Philips,Quirófanos,554.3374104695334,2025-08-03,Operativo Seguro
1692,EQ-1692,Electrocardiógrafo,Philips,UCIs,1195.9142537006808,2026-01-17,Operativo Seguro
1693,EQ-1693,Electrocardiógrafo,Dräger,Urgencias,1007.4315544263626,2025-07-07,Operativo Seguro
1694,EQ-1694,Electrocardiógrafo,Dräger,Hospitalización,340.75829624095417,2025-10-21,Operativo Seguro
1695,EQ-1695,Monitor de Signos Vitales,GE Healthcare,Urgencias,1495.991212828346,2025-12-19,Operativo Seguro
1696,EQ-1696,Monitor de Signos Vitales,Dräger,Urgencias,1809.6739724026431,2025-11-17,Requiere Mantenimiento Urgente
1697,EQ-1697,Monitor de Signos Vitales,Dräger,Hospitalización,1279.4791937114958,2026-05-31,Operativo Seguro
1698,EQ-1698,Respirador Artificial,Dräger,Hospitalización,1940.8617645629618,2025-07-26,Requiere Mantenimiento Urgente
1699,EQ-1699,Monitor de Signos Vitales,Philips,Urgencias,219.07172834675748,2025-12-28,Operativo Seguro
1700,EQ-1700,Bomba de Infusión,Philips,UCIs,275.66622239809686,2025-12-09,Operativo Seguro
1701,EQ-1701,Electrocardiógrafo,GE Healthcare,Urgencias,123.68381886307567,2026-05-15,Operativo Seguro
1702,EQ-1702,Bomba de Infusión,GE Healthcare,Hospitalización,1387.0346655147603,2025-10-16,Operativo Seguro
1703,EQ-1703,Monitor de Signos Vitales,GE Healthcare,Urgencias,953.5069753970548,2025-09-28,Operativo Seguro
1704,EQ-1704,Monitor de Signos Vitales,Philips,UCIs,764.5788976404664,2025-08-16,Operativo Seguro
1705,EQ-1705,Monitor de Signos Vitales,Dräger,Urgencias,2420.536016195567,2025-12-25,Requiere Mantenimiento Urgente
1706,EQ-1706,Respirador Artificial,GE Healthcare,Hospitalización,1252.2969200477958,2025-11-22,Operativo Seguro
